date,product,price
04.12.2022,Lampe BenQ 5J.JHN05.001,221
05.12.2022,Lampe BenQ 5J.JHN05.001,221
06.12.2022,Lampe BenQ 5J.JHN05.001,221
07.12.2022,Lampe BenQ 5J.JHN05.001,221
08.12.2022,Lampe BenQ 5J.JHN05.001,221
09.12.2022,Lampe BenQ 5J.JHN05.001,221
10.12.2022,Lampe BenQ 5J.JHN05.001,221
11.12.2022,Lampe BenQ 5J.JHN05.001,221
12.12.2022,Lampe BenQ 5J.JHN05.001,221
13.12.2022,Lampe BenQ 5J.JHN05.001,221
14.12.2022,Lampe BenQ 5J.JHN05.001,221
15.12.2022,Lampe BenQ 5J.JHN05.001,221

16.12.2022,Lampe BenQ 5J.JHN05.001,221
